AREA_POND	M_0a9	M_10a19	M_20a29	M_30a39	M_40a49	M_50a59	M_60a69	M_70a79	M_80a89	M_90a99	M_100m	F_0a9	F_10a19	F_20a29	F_30a39	F_40a49	F_50a59	F_60a69	F_70a79	F_80a89	F_90a99	F_100m	Total	90a99	40a49	0a9	70a79	80a89	100m	60a69	10a19	20a29	30a39	50a59
3516408003006	2368,0	2977,0	4719,0	3439,0	2268,0	1706,0	951,0	385,0	116,0	10,0	1,0	2192,0	2688,0	3558,0	2922,0	2302,0	1797,0	1092,0	483,0	221,0	35,0	3,0	36233,0	45,0	4570,0	4560,0	868,0	337,0	4,0	2043,0	5665,0	8277,0	6361,0	3503,0
3516408003003	1298,0	1430,0	1402,0	1269,0	901,0	624,0	290,0	114,0	22,0	1,0	0,0	1190,0	1461,0	1543,0	1327,0	971,0	682,0	301,0	145,0	46,0	8,0	0,0	15025,0	9,0	1872,0	2488,0	259,0	68,0	0,0	591,0	2891,0	2945,0	2596,0	1306,0
3516408003002	1425,0	1660,0	1489,0	1254,0	951,0	665,0	297,0	86,0	34,0	5,0	0,0	1336,0	1625,0	1476,0	1356,0	1028,0	760,0	314,0	140,0	36,0	4,0	0,0	15941,0	9,0	1979,0	2761,0	226,0	70,0	0,0	611,0	3285,0	2965,0	2610,0	1425,0
3518800005012	2608,0	2754,0	3472,0	3199,0	2578,0	1988,0	1167,0	672,0	237,0	32,0	1,0	2453,0	2765,0	3503,0	3357,0	2904,0	2359,0	1589,0	1047,0	454,0	76,0	3,0	39218,0	108,0	5482,0	5061,0	1719,0	691,0	4,0	2756,0	5519,0	6975,0	6556,0	4347,0
3518800005009	3151,0	3412,0	3947,0	3594,0	3210,0	2566,0	1574,0	913,0	275,0	40,0	0,0	3224,0	3452,0	4313,0	4019,0	3677,0	3055,0	2099,0	1326,0	559,0	86,0	6,0	48498,0	126,0	6887,0	6375,0	2239,0	834,0	6,0	3673,0	6864,0	8260,0	7613,0	5621,0
3518800005005	2761,0	3198,0	3418,0	3169,0	2664,0	1910,0	1012,0	438,0	105,0	10,0	1,0	2674,0	3124,0	3727,0	3474,0	3005,0	2344,0	1292,0	613,0	186,0	21,0	3,0	39149,0	31,0	5669,0	5435,0	1051,0	291,0	4,0	2304,0	6322,0	7145,0	6643,0	4254,0
3515103003002	1756,0	2043,0	1965,0	1868,0	1497,0	1134,0	661,0	295,0	89,0	16,0	0,0	1688,0	2012,0	2074,0	1996,0	1561,0	1175,0	637,0	369,0	137,0	27,0	1,0	23001,0	43,0	3058,0	3444,0	664,0	226,0	1,0	1298,0	4055,0	4039,0	3864,0	2309,0
3515103003003	1903,0	2377,0	2133,0	1832,0	1430,0	1107,0	685,0	317,0	101,0	11,0	0,0	1917,0	2284,0	2094,0	1974,0	1550,0	1196,0	697,0	324,0	107,0	29,0	3,0	24071,0	40,0	2980,0	3820,0	641,0	208,0	3,0	1382,0	4661,0	4227,0	3806,0	2303,0
3515103003001	1308,0	1574,0	1327,0	1161,0	1022,0	776,0	505,0	214,0	72,0	7,0	0,0	1199,0	1512,0	1309,0	1191,0	1043,0	715,0	449,0	217,0	87,0	9,0	0,0	15697,0	16,0	2065,0	2507,0	431,0	159,0	0,0	954,0	3086,0	2636,0	2352,0	1491,0
3515707003008	2851,0	3220,0	3476,0	2820,0	2339,0	1658,0	831,0	378,0	106,0	15,0	0,0	2668,0	3319,0	3378,0	3082,0	2474,0	1880,0	1024,0	488,0	215,0	37,0	1,0	36260,0	52,0	4813,0	5519,0	866,0	321,0	1,0	1855,0	6539,0	6854,0	5902,0	3538,0
3515707003003	1322,0	1630,0	1625,0	1417,0	1197,0	966,0	512,0	208,0	67,0	9,0	0,0	1332,0	1614,0	1784,0	1590,0	1346,0	1108,0	619,0	316,0	131,0	22,0	3,0	18818,0	31,0	2543,0	2654,0	524,0	198,0	3,0	1131,0	3244,0	3409,0	3007,0	2074,0
3515707003004	1253,0	1513,0	1312,0	1201,0	920,0	606,0	296,0	92,0	20,0	2,0	0,0	1189,0	1478,0	1399,0	1284,0	1002,0	683,0	331,0	130,0	36,0	3,0	1,0	14751,0	5,0	1922,0	2442,0	222,0	56,0	1,0	627,0	2991,0	2711,0	2485,0	1289,0
3515707003002	1620,0	2027,0	1587,0	1364,0	1265,0	858,0	368,0	133,0	35,0	6,0	0,0	1462,0	1898,0	1603,0	1529,0	1275,0	792,0	405,0	188,0	61,0	11,0	0,0	18487,0	17,0	2540,0	3082,0	321,0	96,0	0,0	773,0	3925,0	3190,0	2893,0	1650,0
3515707003007	2713,0	3312,0	3072,0	2620,0	2134,0	1314,0	626,0	229,0	48,0	5,0	2,0	2618,0	3350,0	3102,0	2782,0	2223,0	1434,0	694,0	350,0	86,0	17,0	2,0	32733,0	22,0	4357,0	5331,0	579,0	134,0	4,0	1320,0	6662,0	6174,0	5402,0	2748,0
3515707003001	1227,0	1451,0	1391,0	1063,0	895,0	558,0	211,0	71,0	10,0	3,0	0,0	1178,0	1399,0	1433,0	1230,0	1106,0	660,0	318,0	102,0	41,0	5,0	0,0	14352,0	8,0	2001,0	2405,0	173,0	51,0	0,0	529,0	2850,0	2824,0	2293,0	1218,0
3515707003006	1323,0	1682,0	1609,0	1196,0	1020,0	661,0	321,0	103,0	20,0	4,0	1,0	1329,0	1588,0	1599,0	1377,0	1149,0	757,0	337,0	151,0	36,0	5,0	2,0	16270,0	9,0	2169,0	2652,0	254,0	56,0	3,0	658,0	3270,0	3208,0	2573,0	1418,0
3515707003005	1440,0	1724,0	1521,0	1327,0	1036,0	683,0	273,0	90,0	24,0	5,0	0,0	1402,0	1678,0	1562,0	1435,0	1188,0	746,0	322,0	137,0	37,0	4,0	1,0	16635,0	9,0	2224,0	2842,0	227,0	61,0	1,0	595,0	3402,0	3083,0	2762,0	1429,0
3516309003001	1190,0	1380,0	1319,0	1060,0	854,0	613,0	254,0	96,0	22,0	11,0	0,0	1078,0	1306,0	1303,0	1110,0	913,0	678,0	272,0	118,0	52,0	10,0	0,0	13639,0	21,0	1767,0	2268,0	214,0	74,0	0,0	526,0	2686,0	2622,0	2170,0	1291,0
3516309003004	2065,0	2416,0	2028,0	1622,0	1304,0	925,0	424,0	151,0	31,0	6,0	0,0	2094,0	2330,0	2014,0	1829,0	1357,0	965,0	423,0	181,0	56,0	5,0	1,0	22227,0	11,0	2661,0	4159,0	332,0	87,0	1,0	847,0	4746,0	4042,0	3451,0	1890,0
3516309003005	3898,0	4548,0	4030,0	3122,0	2444,0	1839,0	805,0	255,0	71,0	6,0	0,0	3694,0	4282,0	3985,0	3261,0	2591,0	1863,0	775,0	289,0	87,0	17,0	0,0	41862,0	23,0	5035,0	7592,0	544,0	158,0	0,0	1580,0	8830,0	8015,0	6383,0	3702,0
3516309003003	3239,0	3681,0	3335,0	2774,0	2047,0	1536,0	787,0	271,0	55,0	6,0	1,0	3091,0	3607,0	3326,0	2773,0	2204,0	1716,0	810,0	303,0	91,0	19,0	0,0	35672,0	25,0	4251,0	6330,0	574,0	146,0	1,0	1597,0	7288,0	6661,0	5547,0	3252,0
3516309003002	3304,0	3937,0	3925,0	3182,0	2432,0	1965,0	925,0	319,0	111,0	15,0	0,0	3307,0	3859,0	3994,0	3263,0	2842,0	1997,0	1041,0	468,0	160,0	26,0	0,0	41072,0	41,0	5274,0	6611,0	787,0	271,0	0,0	1966,0	7796,0	7919,0	6445,0	3962,0
3516408003004	1547,0	1851,0	1554,0	1361,0	1115,0	828,0	386,0	145,0	35,0	5,0	1,0	1497,0	1721,0	1551,0	1462,0	1157,0	781,0	337,0	147,0	46,0	3,0	0,0	17530,0	8,0	2272,0	3044,0	292,0	81,0	1,0	723,0	3572,0	3105,0	2823,0	1609,0
3518305001001	1896,0	2400,0	2209,0	2024,0	1707,0	1311,0	875,0	419,0	133,0	24,0	0,0	1735,0	2248,0	2218,0	1984,0	1785,0	1334,0	837,0	449,0	214,0	40,0	2,0	25844,0	64,0	3492,0	3631,0	868,0	347,0	2,0	1712,0	4648,0	4427,0	4008,0	2645,0
3518800005001	2497,0	2899,0	3489,0	3640,0	3221,0	2690,0	1522,0	717,0	268,0	38,0	1,0	2385,0	2958,0	3741,0	4105,0	3745,0	3143,0	2006,0	1211,0	502,0	86,0	3,0	44867,0	124,0	6966,0	4882,0	1928,0	770,0	4,0	3528,0	5857,0	7230,0	7745,0	5833,0
3518800005004	1786,0	2167,0	2364,0	2247,0	2050,0	1518,0	971,0	490,0	132,0	11,0	1,0	1829,0	2083,0	2348,0	2584,0	2258,0	1892,0	1227,0	686,0	283,0	36,0	2,0	28965,0	47,0	4308,0	3615,0	1176,0	415,0	3,0	2198,0	4250,0	4712,0	4831,0	3410,0
3518800005024	2968,0	3319,0	5365,0	3470,0	2061,0	1054,0	435,0	150,0	27,0	6,0	1,0	2816,0	3097,0	3086,0	2570,0	1848,0	1033,0	481,0	196,0	49,0	9,0	3,0	34044,0	15,0	3909,0	5784,0	346,0	76,0	4,0	916,0	6416,0	8451,0	6040,0	2087,0
3518800005018	2834,0	3352,0	3854,0	3146,0	2234,0	1273,0	604,0	200,0	46,0	7,0	0,0	2740,0	3226,0	3156,0	2814,0	2129,0	1386,0	618,0	273,0	89,0	18,0	1,0	34000,0	25,0	4363,0	5574,0	473,0	135,0	1,0	1222,0	6578,0	7010,0	5960,0	2659,0
3518800005011	2045,0	2606,0	3189,0	3047,0	2502,0	2045,0	1150,0	592,0	220,0	20,0	2,0	2068,0	2493,0	3305,0	3237,0	3085,0	2650,0	1608,0	963,0	441,0	63,0	1,0	37332,0	83,0	5587,0	4113,0	1555,0	661,0	3,0	2758,0	5099,0	6494,0	6284,0	4695,0
3518800005010	2449,0	2781,0	3400,0	3207,0	2888,0	2128,0	1223,0	728,0	220,0	21,0	0,0	2494,0	2862,0	3633,0	3714,0	3293,0	2662,0	1745,0	1027,0	422,0	57,0	0,0	40954,0	78,0	6181,0	4943,0	1755,0	642,0	0,0	2968,0	5643,0	7033,0	6921,0	4790,0
3518800005007	2610,0	3097,0	3602,0	3390,0	2644,0	2001,0	1413,0	625,0	183,0	12,0	1,0	2419,0	3030,0	3655,0	3582,0	3088,0	2535,0	1752,0	856,0	316,0	36,0	1,0	40848,0	48,0	5732,0	5029,0	1481,0	499,0	2,0	3165,0	6127,0	7257,0	6972,0	4536,0
3518800005006	2278,0	2481,0	2561,0	2398,0	2084,0	1250,0	565,0	233,0	64,0	8,0	2,0	2159,0	2478,0	2599,0	2739,0	2197,0	1464,0	742,0	322,0	86,0	22,0	1,0	28733,0	30,0	4281,0	4437,0	555,0	150,0	3,0	1307,0	4959,0	5160,0	5137,0	2714,0
3518800005013	2159,0	2512,0	2646,0	2197,0	1866,0	1383,0	727,0	330,0	86,0	13,0	0,0	2015,0	2513,0	2649,0	2450,0	2085,0	1581,0	933,0	460,0	167,0	23,0	2,0	28797,0	36,0	3951,0	4174,0	790,0	253,0	2,0	1660,0	5025,0	5295,0	4647,0	2964,0
3518800005003	2440,0	3046,0	3403,0	2753,0	2269,0	1846,0	1156,0	473,0	145,0	12,0	0,0	2372,0	3046,0	3476,0	2981,0	2648,0	2163,0	1289,0	643,0	220,0	27,0	1,0	36409,0	39,0	4917,0	4812,0	1116,0	365,0	1,0	2445,0	6092,0	6879,0	5734,0	4009,0
3518800005002	1937,0	2064,0	2544,0	2426,0	1822,0	1561,0	1011,0	460,0	124,0	10,0	0,0	1938,0	1996,0	2656,0	2547,0	2064,0	2036,0	1346,0	730,0	314,0	38,0	0,0	29624,0	48,0	3886,0	3875,0	1190,0	438,0	0,0	2357,0	4060,0	5200,0	4973,0	3597,0
3518800005008	3083,0	3722,0	3957,0	3541,0	3049,0	2231,0	1148,0	393,0	99,0	10,0	0,0	3154,0	3578,0	4169,0	3858,0	3274,0	2455,0	1181,0	490,0	171,0	24,0	2,0	43589,0	34,0	6323,0	6237,0	883,0	270,0	2,0	2329,0	7300,0	8126,0	7399,0	4686,0
3518800005015	4176,0	4811,0	4498,0	3994,0	3414,0	1916,0	903,0	296,0	80,0	13,0	1,0	3911,0	4747,0	4556,0	4322,0	3467,0	2121,0	1035,0	413,0	119,0	19,0	1,0	48813,0	32,0	6881,0	8087,0	709,0	199,0	2,0	1938,0	9558,0	9054,0	8316,0	4037,0
3518800005014	2819,0	3244,0	3110,0	2874,0	2305,0	1477,0	754,0	304,0	68,0	6,0	1,0	2610,0	3323,0	3196,0	3083,0	2610,0	1688,0	861,0	414,0	120,0	16,0	1,0	34884,0	22,0	4915,0	5429,0	718,0	188,0	2,0	1615,0	6567,0	6306,0	5957,0	3165,0
3522208003004	1579,0	1896,0	3558,0	2395,0	1523,0	959,0	469,0	200,0	51,0	12,0	3,0	1515,0	1786,0	1830,0	1745,0	1255,0	915,0	500,0	204,0	85,0	18,0	1,0	22499,0	30,0	2778,0	3094,0	404,0	136,0	4,0	969,0	3682,0	5388,0	4140,0	1874,0
3522208003006	2205,0	2581,0	2669,0	2284,0	1792,0	1185,0	640,0	271,0	67,0	8,0	0,0	2242,0	2579,0	2787,0	2587,0	2020,0	1371,0	702,0	328,0	122,0	21,0	0,0	28461,0	29,0	3812,0	4447,0	599,0	189,0	0,0	1342,0	5160,0	5456,0	4871,0	2556,0
3522208003001	1230,0	1378,0	1221,0	1171,0	849,0	653,0	365,0	115,0	43,0	7,0	2,0	1114,0	1281,0	1335,0	1270,0	942,0	732,0	382,0	169,0	86,0	17,0	1,0	14363,0	24,0	1791,0	2344,0	284,0	129,0	3,0	747,0	2659,0	2556,0	2441,0	1385,0
3523107005006	2002,0	2340,0	2422,0	1945,0	1643,0	1154,0	582,0	242,0	74,0	6,0	0,0	1922,0	2316,0	2547,0	2094,0	1830,0	1298,0	636,0	328,0	124,0	21,0	1,0	25527,0	27,0	3473,0	3924,0	570,0	198,0	1,0	1218,0	4656,0	4969,0	4039,0	2452,0
3523107005007	1369,0	1624,0	1495,0	1332,0	907,0	645,0	366,0	112,0	36,0	6,0	0,0	1286,0	1622,0	1495,0	1383,0	1029,0	718,0	441,0	181,0	50,0	9,0	2,0	16108,0	15,0	1936,0	2655,0	293,0	86,0	2,0	807,0	3246,0	2990,0	2715,0	1363,0
3523107005002	1979,0	2435,0	2303,0	1873,0	1527,0	1052,0	470,0	163,0	38,0	1,0	1,0	1985,0	2341,0	2346,0	1928,0	1665,0	1129,0	545,0	282,0	86,0	11,0	1,0	24161,0	12,0	3192,0	3964,0	445,0	124,0	2,0	1015,0	4776,0	4649,0	3801,0	2181,0
3523107005008	1607,0	1790,0	1652,0	1470,0	1100,0	751,0	359,0	127,0	38,0	8,0	1,0	1536,0	1762,0	1742,0	1466,0	1147,0	785,0	381,0	123,0	55,0	9,0	1,0	17910,0	17,0	2247,0	3143,0	250,0	93,0	2,0	740,0	3552,0	3394,0	2936,0	1536,0
3523107005010	1556,0	1796,0	1639,0	1379,0	1081,0	766,0	274,0	81,0	30,0	2,0	0,0	1432,0	1640,0	1607,0	1431,0	1146,0	751,0	293,0	123,0	47,0	5,0	0,0	17079,0	7,0	2227,0	2988,0	204,0	77,0	0,0	567,0	3436,0	3246,0	2810,0	1517,0
3523107005011	1667,0	1971,0	1818,0	1630,0	1284,0	984,0	442,0	167,0	50,0	3,0	1,0	1554,0	1919,0	1931,0	1806,0	1308,0	1052,0	478,0	226,0	104,0	9,0	5,0	20409,0	12,0	2592,0	3221,0	393,0	154,0	6,0	920,0	3890,0	3749,0	3436,0	2036,0
3523107005012	1511,0	1567,0	1359,0	1274,0	921,0	596,0	275,0	102,0	18,0	3,0	0,0	1366,0	1508,0	1418,0	1333,0	908,0	610,0	240,0	129,0	41,0	2,0	0,0	15181,0	5,0	1829,0	2877,0	231,0	59,0	0,0	515,0	3075,0	2777,0	2607,0	1206,0
3518800005017	3500,0	3849,0	3890,0	3622,0	2974,0	1932,0	836,0	247,0	61,0	8,0	0,0	3404,0	3869,0	3998,0	4052,0	3142,0	2108,0	929,0	386,0	119,0	18,0	0,0	42944,0	26,0	6116,0	6904,0	633,0	180,0	0,0	1765,0	7718,0	7888,0	7674,0	4040,0
3518800005020	5011,0	5756,0	5466,0	4826,0	3901,0	2478,0	1057,0	409,0	96,0	9,0	2,0	4971,0	5675,0	5722,0	5112,0	4184,0	2625,0	1281,0	540,0	151,0	26,0	2,0	59300,0	35,0	8085,0	9982,0	949,0	247,0	4,0	2338,0	11431,0	11188,0	9938,0	5103,0
3518800005022	2942,0	3271,0	3487,0	3066,0	2431,0	1592,0	848,0	340,0	83,0	12,0	0,0	2817,0	3314,0	3563,0	3174,0	2555,0	1833,0	949,0	457,0	156,0	31,0	1,0	36922,0	43,0	4986,0	5759,0	797,0	239,0	1,0	1797,0	6585,0	7050,0	6240,0	3425,0
3518800005016	4622,0	5059,0	3983,0	4010,0	3123,0	1729,0	711,0	209,0	54,0	4,0	0,0	4312,0	4932,0	4195,0	4234,0	3268,0	1722,0	798,0	307,0	100,0	20,0	4,0	47396,0	24,0	6391,0	8934,0	516,0	154,0	4,0	1509,0	9991,0	8178,0	8244,0	3451,0
3518800005030	2450,0	2851,0	2497,0	2368,0	1880,0	1292,0	572,0	238,0	52,0	2,0	0,0	2444,0	2731,0	2618,0	2459,0	1957,0	1264,0	579,0	229,0	97,0	11,0	1,0	28592,0	13,0	3837,0	4894,0	467,0	149,0	1,0	1151,0	5582,0	5115,0	4827,0	2556,0
3518800005028	3540,0	3871,0	2993,0	2859,0	2285,0	1223,0	446,0	149,0	33,0	2,0	2,0	3392,0	3777,0	3083,0	3071,0	2293,0	1222,0	509,0	238,0	72,0	13,0	3,0	35076,0	15,0	4578,0	6932,0	387,0	105,0	5,0	955,0	7648,0	6076,0	5930,0	2445,0
3518800005026	2963,0	3428,0	2646,0	2450,0	2049,0	1152,0	510,0	173,0	37,0	8,0	0,0	2770,0	3358,0	2791,0	2584,0	2101,0	1207,0	522,0	196,0	54,0	9,0	2,0	31010,0	17,0	4150,0	5733,0	369,0	91,0	2,0	1032,0	6786,0	5437,0	5034,0	2359,0
3518800005025	4833,0	5426,0	5448,0	4808,0	3596,0	2193,0	1094,0	306,0	77,0	7,0	0,0	4641,0	5492,0	5812,0	5035,0	3806,0	2524,0	1070,0	475,0	155,0	26,0	3,0	56827,0	33,0	7402,0	9474,0	781,0	232,0	3,0	2164,0	10918,0	11260,0	9843,0	4717,0
3518800005019	5047,0	5927,0	5194,0	4757,0	3694,0	2048,0	843,0	302,0	89,0	13,0	2,0	5000,0	5935,0	5443,0	5100,0	3900,0	2249,0	955,0	393,0	130,0	24,0	1,0	57046,0	37,0	7594,0	10047,0	695,0	219,0	3,0	1798,0	11862,0	10637,0	9857,0	4297,0
3518800005021	3680,0	4147,0	4314,0	3909,0	3112,0	2121,0	896,0	301,0	80,0	5,0	1,0	3538,0	4132,0	4535,0	4257,0	3360,0	2249,0	983,0	427,0	137,0	20,0	1,0	46205,0	25,0	6472,0	7218,0	728,0	217,0	2,0	1879,0	8279,0	8849,0	8166,0	4370,0
3518800005023	4067,0	4599,0	4632,0	4041,0	2997,0	1927,0	848,0	309,0	78,0	6,0	2,0	3912,0	4624,0	4692,0	4306,0	3233,0	1995,0	1059,0	396,0	127,0	24,0	0,0	47874,0	30,0	6230,0	7979,0	705,0	205,0	2,0	1907,0	9223,0	9324,0	8347,0	3922,0
3518800005027	4644,0	5135,0	5359,0	4798,0	3732,0	2662,0	1195,0	421,0	125,0	23,0	0,0	4521,0	5267,0	5620,0	5054,0	4176,0	3002,0	1361,0	586,0	249,0	25,0	0,0	57955,0	48,0	7908,0	9165,0	1007,0	374,0	0,0	2556,0	10402,0	10979,0	9852,0	5664,0
3518800005029	3009,0	3309,0	3320,0	2870,0	2242,0	1475,0	615,0	192,0	50,0	8,0	0,0	2887,0	3215,0	3493,0	3043,0	2322,0	1496,0	708,0	278,0	109,0	15,0	2,0	34658,0	23,0	4564,0	5896,0	470,0	159,0	2,0	1323,0	6524,0	6813,0	5913,0	2971,0
3522208003007	2413,0	2944,0	2674,0	2496,0	2071,0	1435,0	749,0	299,0	81,0	9,0	1,0	2372,0	2977,0	2796,0	2736,0	2227,0	1531,0	753,0	448,0	175,0	25,0	0,0	31212,0	34,0	4298,0	4785,0	747,0	256,0	1,0	1502,0	5921,0	5470,0	5232,0	2966,0
3522208003003	1600,0	1740,0	1632,0	1503,0	1121,0	743,0	358,0	132,0	32,0	2,0	0,0	1534,0	1708,0	1731,0	1606,0	1132,0	772,0	377,0	148,0	49,0	8,0	0,0	17928,0	10,0	2253,0	3134,0	280,0	81,0	0,0	735,0	3448,0	3363,0	3109,0	1515,0
3522208003005	1895,0	2239,0	2081,0	1788,0	1393,0	1027,0	500,0	153,0	42,0	8,0	0,0	1752,0	2147,0	2146,0	1926,0	1541,0	1028,0	507,0	195,0	78,0	13,0	2,0	22461,0	21,0	2934,0	3647,0	348,0	120,0	2,0	1007,0	4386,0	4227,0	3714,0	2055,0
3522208003002	1489,0	1699,0	1431,0	1202,0	1000,0	579,0	226,0	80,0	18,0	1,0	0,0	1382,0	1654,0	1477,0	1318,0	1081,0	648,0	269,0	93,0	31,0	7,0	0,0	15685,0	8,0	2081,0	2871,0	173,0	49,0	0,0	495,0	3353,0	2908,0	2520,0	1227,0
3522505005001	1032,0	1271,0	1348,0	1188,0	915,0	679,0	387,0	205,0	58,0	5,0	1,0	981,0	1233,0	1404,0	1237,0	1015,0	845,0	465,0	283,0	101,0	11,0	0,0	14664,0	16,0	1930,0	2013,0	488,0	159,0	1,0	852,0	2504,0	2752,0	2425,0	1524,0
3522505005002	1296,0	1403,0	1380,0	1195,0	915,0	566,0	308,0	139,0	30,0	3,0	0,0	1170,0	1363,0	1479,0	1252,0	968,0	651,0	374,0	154,0	64,0	4,0	1,0	14715,0	7,0	1883,0	2466,0	293,0	94,0	1,0	682,0	2766,0	2859,0	2447,0	1217,0
3522505005005	1038,0	1147,0	1315,0	1044,0	774,0	583,0	278,0	106,0	21,0	2,0	0,0	995,0	1212,0	1353,0	1103,0	886,0	774,0	403,0	165,0	45,0	8,0	0,0	13252,0	10,0	1660,0	2033,0	271,0	66,0	0,0	681,0	2359,0	2668,0	2147,0	1357,0
3522505005004	1830,0	1914,0	1774,0	1463,0	1044,0	667,0	282,0	106,0	24,0	5,0	0,0	1633,0	1886,0	1774,0	1478,0	1158,0	666,0	291,0	140,0	25,0	6,0	2,0	18168,0	11,0	2202,0	3463,0	246,0	49,0	2,0	573,0	3800,0	3548,0	2941,0	1333,0
3522505005010	1321,0	1473,0	1457,0	1205,0	940,0	584,0	295,0	98,0	25,0	2,0	0,0	1195,0	1518,0	1513,0	1225,0	984,0	657,0	323,0	112,0	45,0	5,0	1,0	14978,0	7,0	1924,0	2516,0	210,0	70,0	1,0	618,0	2991,0	2970,0	2430,0	1241,0
3522505005009	1249,0	1399,0	1365,0	1226,0	922,0	526,0	239,0	95,0	21,0	4,0	0,0	1276,0	1464,0	1421,0	1351,0	912,0	603,0	335,0	136,0	49,0	9,0	1,0	14603,0	13,0	1834,0	2525,0	231,0	70,0	1,0	574,0	2863,0	2786,0	2577,0	1129,0
3522505005008	1279,0	1431,0	1461,0	1186,0	867,0	604,0	267,0	112,0	31,0	6,0	0,0	1146,0	1399,0	1474,0	1221,0	958,0	633,0	363,0	132,0	43,0	7,0	0,0	14620,0	13,0	1825,0	2425,0	244,0	74,0	0,0	630,0	2830,0	2935,0	2407,0	1237,0
3522505005007	1462,0	1654,0	1598,0	1259,0	986,0	668,0	254,0	102,0	19,0	3,0	0,0	1347,0	1696,0	1555,0	1314,0	1100,0	678,0	295,0	129,0	28,0	5,0	1,0	16153,0	8,0	2086,0	2809,0	231,0	47,0	1,0	549,0	3350,0	3153,0	2573,0	1346,0
3522505005003	1386,0	1689,0	1552,0	1379,0	996,0	655,0	294,0	95,0	22,0	4,0	0,0	1402,0	1524,0	1583,0	1455,0	1005,0	710,0	310,0	113,0	48,0	7,0	0,0	16229,0	11,0	2001,0	2788,0	208,0	70,0	0,0	604,0	3213,0	3135,0	2834,0	1365,0
3522505005012	1404,0	1627,0	1375,0	1302,0	989,0	692,0	355,0	136,0	35,0	6,0	0,0	1342,0	1581,0	1380,0	1424,0	1021,0	691,0	361,0	164,0	66,0	11,0	1,0	15963,0	17,0	2010,0	2746,0	300,0	101,0	1,0	716,0	3208,0	2755,0	2726,0	1383,0
3522505005006	1521,0	1699,0	1408,0	1266,0	914,0	507,0	232,0	66,0	15,0	4,0	0,0	1471,0	1640,0	1477,0	1314,0	957,0	673,0	284,0	114,0	46,0	7,0	0,0	15615,0	11,0	1871,0	2992,0	180,0	61,0	0,0	516,0	3339,0	2885,0	2580,0	1180,0
3522505005011	1427,0	1616,0	1370,0	1357,0	1038,0	667,0	318,0	110,0	20,0	7,0	0,0	1349,0	1515,0	1435,0	1480,0	1113,0	673,0	328,0	120,0	57,0	8,0	1,0	16009,0	15,0	2151,0	2776,0	230,0	77,0	1,0	646,0	3131,0	2805,0	2837,0	1340,0
3522505005013	1522,0	1714,0	1405,0	1171,0	926,0	567,0	300,0	127,0	17,0	6,0	0,0	1511,0	1666,0	1376,0	1312,0	1042,0	623,0	334,0	133,0	40,0	7,0	1,0	15800,0	13,0	1968,0	3033,0	260,0	57,0	1,0	634,0	3380,0	2781,0	2483,0	1190,0
3523107005009	1588,0	1801,0	1587,0	1439,0	1103,0	740,0	341,0	112,0	25,0	2,0	1,0	1510,0	1817,0	1659,0	1475,0	1109,0	795,0	361,0	149,0	47,0	6,0	0,0	17667,0	8,0	2212,0	3098,0	261,0	72,0	1,0	702,0	3618,0	3246,0	2914,0	1535,0
3523107005001	2347,0	2788,0	2169,0	1994,0	1662,0	996,0	404,0	133,0	25,0	5,0	0,0	2312,0	2676,0	2303,0	2046,0	1753,0	908,0	404,0	176,0	52,0	15,0	1,0	25169,0	20,0	3415,0	4659,0	309,0	77,0	1,0	808,0	5464,0	4472,0	4040,0	1904,0
3523107005013	1807,0	2156,0	2096,0	1575,0	1401,0	917,0	398,0	146,0	41,0	4,0	2,0	1738,0	2184,0	2121,0	1688,0	1540,0	1003,0	518,0	215,0	64,0	13,0	0,0	21627,0	17,0	2941,0	3545,0	361,0	105,0	2,0	916,0	4340,0	4217,0	3263,0	1920,0
3523107005014	2343,0	2647,0	2044,0	1768,0	1512,0	884,0	315,0	125,0	31,0	5,0	0,0	2207,0	2639,0	2090,0	1965,0	1562,0	848,0	353,0	166,0	30,0	2,0	2,0	23538,0	7,0	3074,0	4550,0	291,0	61,0	2,0	668,0	5286,0	4134,0	3733,0	1732,0
3523107005015	2004,0	2338,0	1956,0	1669,0	1330,0	960,0	408,0	124,0	28,0	10,0	0,0	1956,0	2258,0	2033,0	1756,0	1446,0	949,0	435,0	164,0	62,0	5,0	1,0	21892,0	15,0	2776,0	3960,0	288,0	90,0	1,0	843,0	4596,0	3989,0	3425,0	1909,0
3523107005004	2411,0	2683,0	2315,0	2188,0	1681,0	1005,0	482,0	167,0	48,0	6,0	0,0	2255,0	2619,0	2457,0	2347,0	1826,0	1173,0	574,0	229,0	102,0	12,0	0,0	26580,0	18,0	3507,0	4666,0	396,0	150,0	0,0	1056,0	5302,0	4772,0	4535,0	2178,0
3523107005005	1316,0	1505,0	1548,0	1349,0	1021,0	768,0	403,0	121,0	37,0	3,0	0,0	1350,0	1483,0	1615,0	1481,0	1159,0	930,0	452,0	213,0	74,0	10,0	0,0	16838,0	13,0	2180,0	2666,0	334,0	111,0	0,0	855,0	2988,0	3163,0	2830,0	1698,0
