AREA_POND	M_0a9	M_10a19	M_20a29	M_30a39	M_40a49	M_50a59	M_60a69	M_70a79	M_80a89	M_90a99	M_100m	F_0a9	F_10a19	F_20a29	F_30a39	F_40a49	F_50a59	F_60a69	F_70a79	F_80a89	F_90a99	F_100m	Total	90a99	40a49	0a9	70a79	80a89	100m	60a69	10a19	20a29	30a39	50a59
3523107005003	1342,0	1622,0	1481,0	1252,0	1014,0	655,0	264,0	84,0	17,0	7,0	0,0	1355,0	1535,0	1553,0	1360,0	1101,0	720,0	302,0	115,0	43,0	10,0	0,0	15832,0	17,0	2115,0	2697,0	199,0	60,0	0,0	566,0	3157,0	3034,0	2612,0	1375,0
3523107005016	1551,0	1717,0	1465,0	1219,0	897,0	681,0	329,0	123,0	37,0	2,0	0,0	1504,0	1681,0	1449,0	1271,0	893,0	649,0	357,0	126,0	39,0	5,0	0,0	15995,0	7,0	1790,0	3055,0	249,0	76,0	0,0	686,0	3398,0	2914,0	2490,0	1330,0
3525003003003	1271,0	1461,0	1544,0	1235,0	1005,0	614,0	296,0	97,0	19,0	5,0	1,0	1248,0	1499,0	1629,0	1253,0	1090,0	670,0	298,0	153,0	40,0	14,0	1,0	15443,0	19,0	2095,0	2519,0	250,0	59,0	2,0	594,0	2960,0	3173,0	2488,0	1284,0
3525003003002	1336,0	1511,0	1470,0	1350,0	932,0	584,0	284,0	68,0	17,0	1,0	1,0	1271,0	1508,0	1610,0	1430,0	963,0	711,0	289,0	94,0	36,0	4,0	0,0	15470,0	5,0	1895,0	2607,0	162,0	53,0	1,0	573,0	3019,0	3080,0	2780,0	1295,0
3525003003005	2708,0	3178,0	3221,0	2793,0	2331,0	1567,0	612,0	181,0	48,0	7,0	0,0	2602,0	3069,0	3306,0	2993,0	2516,0	1662,0	609,0	246,0	106,0	24,0	2,0	33781,0	31,0	4847,0	5310,0	427,0	154,0	2,0	1221,0	6247,0	6527,0	5786,0	3229,0
3525003003004	2211,0	2497,0	2768,0	2386,0	1951,0	1258,0	630,0	243,0	69,0	9,0	0,0	2112,0	2483,0	2909,0	2518,0	1942,0	1390,0	764,0	326,0	121,0	26,0	0,0	28613,0	35,0	3893,0	4323,0	569,0	190,0	0,0	1394,0	4980,0	5677,0	4904,0	2648,0
3525003003001	1119,0	1295,0	1535,0	1216,0	959,0	706,0	304,0	121,0	36,0	2,0	0,0	1123,0	1317,0	1566,0	1272,0	1078,0	750,0	381,0	189,0	59,0	9,0	0,0	15037,0	11,0	2037,0	2242,0	310,0	95,0	0,0	685,0	2612,0	3101,0	2488,0	1456,0
3529401005016	1649,0	1924,0	2322,0	2379,0	2055,0	1446,0	826,0	441,0	93,0	11,0	0,0	1646,0	1910,0	2453,0	2594,0	2262,0	1579,0	1126,0	510,0	194,0	20,0	0,0	27440,0	31,0	4317,0	3295,0	951,0	287,0	0,0	1952,0	3834,0	4775,0	4973,0	3025,0
3529401005007	2650,0	3082,0	2926,0	2444,0	1853,0	1036,0	438,0	205,0	44,0	7,0	1,0	2548,0	3047,0	3009,0	2539,0	1767,0	1144,0	489,0	247,0	78,0	10,0	1,0	29565,0	17,0	3620,0	5198,0	452,0	122,0	2,0	927,0	6129,0	5935,0	4983,0	2180,0
3530607005011	1120,0	1338,0	1365,0	1219,0	1093,0	818,0	465,0	165,0	52,0	7,0	0,0	1102,0	1307,0	1388,0	1325,0	1245,0	958,0	498,0	258,0	96,0	11,0	0,0	15830,0	18,0	2338,0	2222,0	423,0	148,0	0,0	963,0	2645,0	2753,0	2544,0	1776,0
3530607005006	1391,0	1669,0	1464,0	1344,0	1112,0	757,0	392,0	207,0	67,0	10,0	3,0	1428,0	1685,0	1494,0	1457,0	1198,0	775,0	442,0	205,0	84,0	9,0	3,0	17196,0	19,0	2310,0	2819,0	412,0	151,0	6,0	834,0	3354,0	2958,0	2801,0	1532,0
3530607005024	1079,0	1395,0	1331,0	1347,0	1286,0	1140,0	724,0	342,0	119,0	10,0	1,0	1062,0	1423,0	1418,0	1473,0	1465,0	1263,0	819,0	455,0	208,0	35,0	2,0	18397,0	45,0	2751,0	2141,0	797,0	327,0	3,0	1543,0	2818,0	2749,0	2820,0	2403,0
3530607005019	1245,0	1433,0	1529,0	1479,0	1142,0	904,0	468,0	207,0	52,0	7,0	0,0	1180,0	1388,0	1565,0	1585,0	1274,0	1070,0	573,0	246,0	87,0	22,0	1,0	17457,0	29,0	2416,0	2425,0	453,0	139,0	1,0	1041,0	2821,0	3094,0	3064,0	1974,0
3526209003001	2413,0	2826,0	2388,0	2173,0	1826,0	1465,0	900,0	410,0	127,0	10,0	0,0	2280,0	2782,0	2267,0	2275,0	1841,0	1329,0	818,0	421,0	148,0	27,0	0,0	28726,0	37,0	3667,0	4693,0	831,0	275,0	0,0	1718,0	5608,0	4655,0	4448,0	2794,0
3528502003003	2204,0	2957,0	2721,0	2755,0	2436,0	1876,0	1084,0	473,0	136,0	25,0	0,0	2122,0	2629,0	2950,0	2948,0	2531,0	1824,0	1059,0	531,0	186,0	39,0	2,0	33488,0	64,0	4967,0	4326,0	1004,0	322,0	2,0	2143,0	5586,0	5671,0	5703,0	3700,0
3528502003002	2388,0	3501,0	2357,0	2483,0	2353,0	1722,0	1061,0	390,0	108,0	14,0	0,0	2160,0	2760,0	2264,0	2664,0	2241,0	1529,0	906,0	382,0	124,0	17,0	2,0	31426,0	31,0	4594,0	4548,0	772,0	232,0	2,0	1967,0	6261,0	4621,0	5147,0	3251,0
3528502003001	1220,0	1476,0	1468,0	1291,0	1033,0	782,0	408,0	178,0	43,0	5,0	1,0	1188,0	1488,0	1470,0	1355,0	1087,0	768,0	448,0	199,0	72,0	7,0	0,0	15987,0	12,0	2120,0	2408,0	377,0	115,0	1,0	856,0	2964,0	2938,0	2646,0	1550,0
3529401005001	666,0	766,0	1147,0	995,0	945,0	844,0	528,0	304,0	118,0	12,0	0,0	574,0	844,0	1190,0	1009,0	1114,0	873,0	635,0	435,0	187,0	32,0	0,0	13218,0	44,0	2059,0	1240,0	739,0	305,0	0,0	1163,0	1610,0	2337,0	2004,0	1717,0
3529401005004	1229,0	1569,0	1958,0	1763,0	1602,0	1347,0	687,0	364,0	113,0	15,0	1,0	1252,0	1527,0	2004,0	1893,0	1809,0	1431,0	814,0	502,0	192,0	33,0	1,0	22106,0	48,0	3411,0	2481,0	866,0	305,0	2,0	1501,0	3096,0	3962,0	3656,0	2778,0
3529401005020	1261,0	1444,0	1579,0	1355,0	953,0	676,0	305,0	92,0	42,0	2,0	1,0	1199,0	1413,0	1663,0	1399,0	993,0	759,0	341,0	139,0	41,0	10,0	1,0	15668,0	12,0	1946,0	2460,0	231,0	83,0	2,0	646,0	2857,0	3242,0	2754,0	1435,0
3529401005017	1533,0	1871,0	2190,0	2051,0	1653,0	1126,0	683,0	376,0	92,0	5,0	0,0	1425,0	1922,0	2313,0	2201,0	1837,0	1256,0	867,0	455,0	121,0	16,0	0,0	23993,0	21,0	3490,0	2958,0	831,0	213,0	0,0	1550,0	3793,0	4503,0	4252,0	2382,0
3529401005009	1244,0	1332,0	1678,0	1379,0	1154,0	902,0	431,0	242,0	79,0	10,0	0,0	1098,0	1472,0	1701,0	1409,0	1309,0	1017,0	527,0	325,0	128,0	19,0	0,0	17456,0	29,0	2463,0	2342,0	567,0	207,0	0,0	958,0	2804,0	3379,0	2788,0	1919,0
3529401005005	2167,0	2460,0	2859,0	2401,0	2038,0	1495,0	727,0	256,0	55,0	14,0	0,0	2130,0	2542,0	3091,0	2581,0	2296,0	1607,0	760,0	359,0	130,0	20,0	0,0	29988,0	34,0	4334,0	4297,0	615,0	185,0	0,0	1487,0	5002,0	5950,0	4982,0	3102,0
3529401005021	1229,0	1433,0	1411,0	1282,0	1003,0	633,0	313,0	144,0	21,0	10,0	0,0	1204,0	1422,0	1482,0	1413,0	1042,0	684,0	327,0	158,0	39,0	7,0	0,0	15257,0	17,0	2045,0	2433,0	302,0	60,0	0,0	640,0	2855,0	2893,0	2695,0	1317,0
3529401005019	878,0	1039,0	1344,0	1083,0	949,0	729,0	379,0	168,0	43,0	10,0	0,0	850,0	1115,0	1383,0	1140,0	1055,0	822,0	448,0	231,0	89,0	8,0	0,0	13763,0	18,0	2004,0	1728,0	399,0	132,0	0,0	827,0	2154,0	2727,0	2223,0	1551,0
3529401005002	1015,0	1286,0	1424,0	1268,0	932,0	627,0	309,0	95,0	30,0	8,0	0,0	1081,0	1298,0	1515,0	1253,0	978,0	741,0	343,0	152,0	47,0	9,0	0,0	14411,0	17,0	1910,0	2096,0	247,0	77,0	0,0	652,0	2584,0	2939,0	2521,0	1368,0
3529401005012	1621,0	2002,0	2380,0	1967,0	1682,0	1229,0	676,0	266,0	73,0	7,0	1,0	1544,0	1953,0	2373,0	2113,0	1711,0	1367,0	777,0	319,0	117,0	18,0	2,0	24198,0	25,0	3393,0	3165,0	585,0	190,0	3,0	1453,0	3955,0	4753,0	4080,0	2596,0
3529401005015	1183,0	1381,0	1672,0	1489,0	1148,0	723,0	475,0	218,0	43,0	1,0	0,0	1173,0	1356,0	1722,0	1600,0	1187,0	957,0	585,0	240,0	76,0	8,0	0,0	17237,0	9,0	2335,0	2356,0	458,0	119,0	0,0	1060,0	2737,0	3394,0	3089,0	1680,0
3529401005008	1286,0	1620,0	1794,0	1452,0	1230,0	893,0	477,0	173,0	46,0	7,0	0,0	1301,0	1580,0	1915,0	1516,0	1300,0	1003,0	538,0	213,0	83,0	15,0	0,0	18442,0	22,0	2530,0	2587,0	386,0	129,0	0,0	1015,0	3200,0	3709,0	2968,0	1896,0
3529401005013	1244,0	1453,0	1597,0	1340,0	1178,0	735,0	333,0	152,0	49,0	4,0	0,0	1182,0	1396,0	1617,0	1486,0	1228,0	797,0	414,0	199,0	59,0	4,0	1,0	16468,0	8,0	2406,0	2426,0	351,0	108,0	1,0	747,0	2849,0	3214,0	2826,0	1532,0
3529401005014	1433,0	1684,0	1791,0	1494,0	1185,0	848,0	421,0	155,0	36,0	2,0	0,0	1421,0	1673,0	1850,0	1526,0	1364,0	934,0	460,0	226,0	56,0	8,0	0,0	18567,0	10,0	2549,0	2854,0	381,0	92,0	0,0	881,0	3357,0	3641,0	3020,0	1782,0
3529401005003	2352,0	2799,0	2763,0	2270,0	1970,0	1273,0	478,0	183,0	43,0	7,0	0,0	2382,0	2625,0	2864,0	2408,0	2084,0	1231,0	547,0	232,0	62,0	14,0	1,0	28588,0	21,0	4054,0	4734,0	415,0	105,0	1,0	1025,0	5424,0	5627,0	4678,0	2504,0
3529401005018	958,0	1289,0	1323,0	1101,0	927,0	735,0	315,0	103,0	30,0	5,0	0,0	901,0	1190,0	1450,0	1144,0	1131,0	777,0	324,0	151,0	47,0	5,0	0,0	13906,0	10,0	2058,0	1859,0	254,0	77,0	0,0	639,0	2479,0	2773,0	2245,0	1512,0
3529401005011	2319,0	2795,0	2535,0	2153,0	1619,0	904,0	298,0	96,0	26,0	3,0	1,0	2316,0	2848,0	2527,0	2220,0	1650,0	913,0	350,0	146,0	34,0	7,0	1,0	25761,0	10,0	3269,0	4635,0	242,0	60,0	2,0	648,0	5643,0	5062,0	4373,0	1817,0
3529401005010	1238,0	1529,0	1481,0	1250,0	1128,0	755,0	320,0	128,0	37,0	6,0	0,0	1103,0	1557,0	1515,0	1325,0	1138,0	711,0	320,0	135,0	44,0	5,0	0,0	15725,0	11,0	2266,0	2341,0	263,0	81,0	0,0	640,0	3086,0	2996,0	2575,0	1466,0
3529401005006	1026,0	1141,0	1375,0	1102,0	865,0	677,0	316,0	163,0	35,0	8,0	0,0	920,0	1191,0	1457,0	1148,0	1016,0	742,0	372,0	200,0	73,0	7,0	0,0	13834,0	15,0	1881,0	1946,0	363,0	108,0	0,0	688,0	2332,0	2832,0	2250,0	1419,0
3530607005004	521,0	751,0	883,0	806,0	728,0	778,0	501,0	371,0	154,0	37,0	1,0	566,0	744,0	956,0	873,0	1017,0	948,0	778,0	634,0	374,0	67,0	1,0	12489,0	104,0	1745,0	1087,0	1005,0	528,0	2,0	1279,0	1495,0	1839,0	1679,0	1726,0
3530607005020	926,0	1168,0	1322,0	1177,0	1131,0	895,0	570,0	367,0	130,0	17,0	0,0	892,0	1166,0	1374,0	1284,0	1321,0	1046,0	762,0	569,0	242,0	28,0	1,0	16388,0	45,0	2452,0	1818,0	936,0	372,0	1,0	1332,0	2334,0	2696,0	2461,0	1941,0
3530607005001	856,0	936,0	1037,0	1101,0	1045,0	706,0	372,0	202,0	61,0	11,0	0,0	865,0	1012,0	1158,0	1274,0	1150,0	806,0	488,0	296,0	102,0	13,0	0,0	13491,0	24,0	2195,0	1721,0	498,0	163,0	0,0	860,0	1948,0	2195,0	2375,0	1512,0
3530607005013	923,0	1039,0	1175,0	1040,0	956,0	721,0	401,0	251,0	74,0	11,0	0,0	811,0	964,0	1221,0	1082,0	1033,0	888,0	549,0	341,0	130,0	17,0	0,0	13627,0	28,0	1989,0	1734,0	592,0	204,0	0,0	950,0	2003,0	2396,0	2122,0	1609,0
3530607005022	1136,0	1378,0	1560,0	1444,0	1269,0	1044,0	629,0	381,0	114,0	5,0	0,0	1150,0	1390,0	1613,0	1551,0	1537,0	1291,0	871,0	498,0	230,0	27,0	0,0	19118,0	32,0	2806,0	2286,0	879,0	344,0	0,0	1500,0	2768,0	3173,0	2995,0	2335,0
3530607005017	894,0	1109,0	1219,0	1002,0	859,0	758,0	486,0	223,0	74,0	2,0	0,0	882,0	1116,0	1230,0	1037,0	979,0	849,0	609,0	389,0	137,0	15,0	0,0	13869,0	17,0	1838,0	1776,0	612,0	211,0	0,0	1095,0	2225,0	2449,0	2039,0	1607,0
3530607005016	1179,0	1244,0	1560,0	1556,0	1107,0	786,0	393,0	155,0	41,0	5,0	0,0	1156,0	1224,0	1778,0	1650,0	1337,0	952,0	500,0	219,0	89,0	12,0	0,0	16943,0	17,0	2444,0	2335,0	374,0	130,0	0,0	893,0	2468,0	3338,0	3206,0	1738,0
3530607005005	1057,0	1122,0	1297,0	1349,0	1103,0	801,0	432,0	179,0	48,0	8,0	0,0	1019,0	1121,0	1406,0	1429,0	1189,0	876,0	474,0	262,0	81,0	9,0	0,0	15262,0	17,0	2292,0	2076,0	441,0	129,0	0,0	906,0	2243,0	2703,0	2778,0	1677,0
3530607005007	1905,0	2328,0	2004,0	1689,0	1542,0	1056,0	548,0	214,0	68,0	4,0	1,0	1788,0	2130,0	1632,0	1747,0	1506,0	941,0	503,0	204,0	73,0	11,0	1,0	21895,0	15,0	3048,0	3693,0	418,0	141,0	2,0	1051,0	4458,0	3636,0	3436,0	1997,0
3530607005018	1198,0	1571,0	1285,0	1255,0	1019,0	809,0	580,0	301,0	94,0	12,0	0,0	1132,0	1474,0	1223,0	1131,0	953,0	725,0	505,0	290,0	108,0	12,0	0,0	15677,0	24,0	1972,0	2330,0	591,0	202,0	0,0	1085,0	3045,0	2508,0	2386,0	1534,0
3530607005003	1205,0	1359,0	1403,0	1082,0	959,0	748,0	460,0	234,0	60,0	2,0	0,0	1087,0	1252,0	1323,0	1148,0	1098,0	907,0	534,0	289,0	97,0	19,0	1,0	15267,0	21,0	2057,0	2292,0	523,0	157,0	1,0	994,0	2611,0	2726,0	2230,0	1655,0
3530607005021	1250,0	1349,0	1477,0	1350,0	1028,0	797,0	437,0	178,0	30,0	4,0	0,0	1165,0	1314,0	1623,0	1394,0	1105,0	911,0	436,0	208,0	64,0	16,0	3,0	16139,0	20,0	2133,0	2415,0	386,0	94,0	3,0	873,0	2663,0	3100,0	2744,0	1708,0
3530607005009	1517,0	1644,0	1748,0	1438,0	1203,0	845,0	394,0	146,0	36,0	2,0	0,0	1524,0	1678,0	1783,0	1531,0	1290,0	877,0	405,0	201,0	65,0	7,0	0,0	18334,0	9,0	2493,0	3041,0	347,0	101,0	0,0	799,0	3322,0	3531,0	2969,0	1722,0
3530607005015	1325,0	1592,0	1461,0	1201,0	1134,0	758,0	318,0	158,0	44,0	6,0	0,0	1220,0	1567,0	1440,0	1261,0	1197,0	766,0	389,0	190,0	67,0	13,0	0,0	16107,0	19,0	2331,0	2545,0	348,0	111,0	0,0	707,0	3159,0	2901,0	2462,0	1524,0
3530607005008	1515,0	1672,0	1325,0	1346,0	990,0	537,0	272,0	109,0	19,0	2,0	0,0	1472,0	1602,0	1426,0	1376,0	1000,0	605,0	281,0	134,0	43,0	4,0	0,0	15730,0	6,0	1990,0	2987,0	243,0	62,0	0,0	553,0	3274,0	2751,0	2722,0	1142,0
3530607005014	1338,0	1465,0	1240,0	952,0	893,0	697,0	388,0	174,0	44,0	2,0	0,0	1281,0	1370,0	1206,0	1015,0	861,0	658,0	421,0	201,0	64,0	3,0	1,0	14274,0	5,0	1754,0	2619,0	375,0	108,0	1,0	809,0	2835,0	2446,0	1967,0	1355,0
3530607005010	1199,0	1251,0	1224,0	1168,0	848,0	550,0	275,0	127,0	41,0	5,0	0,0	1126,0	1274,0	1374,0	1273,0	1006,0	656,0	339,0	138,0	59,0	9,0	0,0	13942,0	14,0	1854,0	2325,0	265,0	100,0	0,0	614,0	2525,0	2598,0	2441,0	1206,0
3530607005002	1110,0	1375,0	1238,0	1149,0	1003,0	761,0	368,0	199,0	66,0	6,0	0,0	1109,0	1324,0	1249,0	1174,0	1045,0	735,0	388,0	216,0	78,0	15,0	0,0	14608,0	21,0	2048,0	2219,0	415,0	144,0	0,0	756,0	2699,0	2487,0	2323,0	1496,0
3530607005012	1459,0	1624,0	1628,0	1357,0	1144,0	759,0	375,0	193,0	45,0	5,0	0,0	1521,0	1607,0	1723,0	1419,0	1191,0	782,0	449,0	223,0	81,0	20,0	1,0	17606,0	25,0	2335,0	2980,0	416,0	126,0	1,0	824,0	3231,0	3351,0	2776,0	1541,0
3530607005023	1857,0	2036,0	1540,0	1242,0	1044,0	631,0	236,0	88,0	18,0	6,0	0,0	1731,0	1989,0	1617,0	1367,0	1037,0	637,0	312,0	129,0	41,0	3,0	0,0	17561,0	9,0	2081,0	3588,0	217,0	59,0	0,0	548,0	4025,0	3157,0	2609,0	1268,0
3534401005011	2529,0	3080,0	3545,0	3268,0	2813,0	2109,0	1404,0	655,0	223,0	16,0	2,0	2443,0	3041,0	3694,0	3747,0	3170,0	2611,0	1675,0	934,0	309,0	33,0	5,0	41306,0	49,0	5983,0	4972,0	1589,0	532,0	7,0	3079,0	6121,0	7239,0	7015,0	4720,0
3534401005012	2991,0	3572,0	4385,0	3769,0	3139,0	2389,0	1434,0	690,0	227,0	17,0	1,0	3003,0	3572,0	4470,0	4045,0	3650,0	2985,0	1808,0	1062,0	353,0	49,0	2,0	47613,0	66,0	6789,0	5994,0	1752,0	580,0	3,0	3242,0	7144,0	8855,0	7814,0	5374,0
3534401005008	2200,0	2788,0	3826,0	3221,0	2802,0	2631,0	1513,0	739,0	246,0	27,0	0,0	2221,0	2753,0	3802,0	3560,0	3399,0	3172,0	1974,0	1078,0	469,0	78,0	2,0	42501,0	105,0	6201,0	4421,0	1817,0	715,0	2,0	3487,0	5541,0	7628,0	6781,0	5803,0
3534401005006	2794,0	3394,0	3581,0	2872,0	2402,0	1361,0	635,0	319,0	87,0	7,0	0,0	2792,0	3471,0	3591,0	3096,0	2684,0	1699,0	881,0	477,0	140,0	21,0	0,0	36304,0	28,0	5086,0	5586,0	796,0	227,0	0,0	1516,0	6865,0	7172,0	5968,0	3060,0
3534401005007	2289,0	2742,0	3357,0	3054,0	2476,0	1981,0	926,0	496,0	160,0	14,0	1,0	2282,0	2729,0	3494,0	3205,0	2879,0	2287,0	1283,0	767,0	364,0	47,0	0,0	36833,0	61,0	5355,0	4571,0	1263,0	524,0	1,0	2209,0	5471,0	6851,0	6259,0	4268,0
3534401005001	3260,0	3664,0	3808,0	3173,0	2475,0	1545,0	742,0	272,0	65,0	6,0	1,0	3092,0	3582,0	3772,0	3337,0	2637,0	1637,0	820,0	368,0	117,0	30,0	0,0	38403,0	36,0	5112,0	6352,0	640,0	182,0	1,0	1562,0	7246,0	7580,0	6510,0	3182,0
3534401005017	2168,0	2703,0	2925,0	2449,0	1994,0	1402,0	707,0	337,0	110,0	9,0	0,0	2049,0	2630,0	2940,0	2598,0	2150,0	1674,0	833,0	480,0	177,0	16,0	1,0	30352,0	25,0	4144,0	4217,0	817,0	287,0	1,0	1540,0	5333,0	5865,0	5047,0	3076,0
3534401005002	2689,0	3080,0	3325,0	3188,0	2235,0	1483,0	949,0	454,0	89,0	19,0	0,0	2667,0	3011,0	3581,0	3316,0	2546,0	1843,0	1128,0	555,0	166,0	26,0	3,0	36353,0	45,0	4781,0	5356,0	1009,0	255,0	3,0	2077,0	6091,0	6906,0	6504,0	3326,0
3534401005009	1466,0	1930,0	2521,0	2241,0	2374,0	1997,0	1146,0	799,0	262,0	29,0	0,0	1413,0	1998,0	2717,0	2477,0	2735,0	2290,0	1604,0	1177,0	558,0	59,0	4,0	31797,0	88,0	5109,0	2879,0	1976,0	820,0	4,0	2750,0	3928,0	5238,0	4718,0	4287,0
3534401005010	1654,0	1886,0	2353,0	2497,0	2437,0	1827,0	1032,0	521,0	168,0	19,0	1,0	1536,0	1802,0	2553,0	2874,0	2593,0	1981,0	1290,0	709,0	335,0	51,0	3,0	30122,0	70,0	5030,0	3190,0	1230,0	503,0	4,0	2322,0	3688,0	4906,0	5371,0	3808,0
3534401005003	1986,0	2285,0	2936,0	2458,0	1976,0	1519,0	840,0	462,0	153,0	15,0	1,0	1960,0	2190,0	2888,0	2523,0	2235,0	1830,0	1111,0	666,0	288,0	34,0	1,0	30357,0	49,0	4211,0	3946,0	1128,0	441,0	2,0	1951,0	4475,0	5824,0	4981,0	3349,0
3534401005016	1957,0	2210,0	2695,0	2256,0	2068,0	1641,0	896,0	387,0	144,0	9,0	0,0	1796,0	2288,0	2770,0	2553,0	2300,0	1840,0	1077,0	634,0	214,0	37,0	1,0	29773,0	46,0	4368,0	3753,0	1021,0	358,0	1,0	1973,0	4498,0	5465,0	4809,0	3481,0
3534401005013	3549,0	3934,0	3765,0	3526,0	2723,0	1595,0	847,0	353,0	78,0	20,0	0,0	3560,0	3886,0	4073,0	3763,0	2934,0	1913,0	1085,0	496,0	157,0	22,0	0,0	42279,0	42,0	5657,0	7109,0	849,0	235,0	0,0	1932,0	7820,0	7838,0	7289,0	3508,0
3534401005005	2471,0	2781,0	2960,0	2286,0	1825,0	1275,0	562,0	244,0	58,0	8,0	0,0	2424,0	2737,0	3065,0	2494,0	2147,0	1381,0	671,0	346,0	112,0	11,0	1,0	29859,0	19,0	3972,0	4895,0	590,0	170,0	1,0	1233,0	5518,0	6025,0	4780,0	2656,0
3534401005004	2601,0	2832,0	3246,0	2836,0	1985,0	1407,0	746,0	253,0	58,0	10,0	0,0	2566,0	2959,0	3413,0	2947,0	2220,0	1574,0	902,0	337,0	118,0	24,0	2,0	33036,0	34,0	4205,0	5167,0	590,0	176,0	2,0	1648,0	5791,0	6659,0	5783,0	2981,0
3534401005018	2491,0	2696,0	2906,0	2787,0	2111,0	1436,0	695,0	320,0	99,0	9,0	1,0	2475,0	2733,0	3088,0	3044,0	2316,0	1730,0	924,0	467,0	165,0	22,0	1,0	32516,0	31,0	4427,0	4966,0	787,0	264,0	2,0	1619,0	5429,0	5994,0	5831,0	3166,0
3534401005014	3727,0	4303,0	4518,0	4225,0	3357,0	1931,0	767,0	273,0	67,0	3,0	2,0	3544,0	4340,0	4356,0	4567,0	3495,0	2098,0	892,0	360,0	122,0	18,0	3,0	46968,0	21,0	6852,0	7271,0	633,0	189,0	5,0	1659,0	8643,0	8874,0	8792,0	4029,0
3534401005015	3892,0	4346,0	4641,0	4032,0	3046,0	1915,0	972,0	389,0	85,0	9,0	0,0	3913,0	4277,0	4758,0	4445,0	3357,0	2330,0	1277,0	558,0	155,0	22,0	3,0	48422,0	31,0	6403,0	7805,0	947,0	240,0	3,0	2249,0	8623,0	9399,0	8477,0	4245,0
3539103001001	1427,0	1644,0	1332,0	1236,0	992,0	618,0	362,0	152,0	48,0	6,0	1,0	1378,0	1597,0	1391,0	1331,0	981,0	629,0	357,0	168,0	68,0	14,0	1,0	15733,0	20,0	1973,0	2805,0	320,0	116,0	2,0	719,0	3241,0	2723,0	2567,0	1247,0
3539806003003	829,0	1059,0	1100,0	956,0	834,0	656,0	391,0	170,0	57,0	6,0	0,0	792,0	1079,0	1145,0	1036,0	970,0	765,0	457,0	249,0	116,0	20,0	0,0	12687,0	26,0	1804,0	1621,0	419,0	173,0	0,0	848,0	2138,0	2245,0	1992,0	1421,0
3539806003005	2868,0	3398,0	3489,0	3015,0	2582,0	1937,0	1049,0	433,0	140,0	17,0	1,0	2730,0	3416,0	3592,0	3256,0	3002,0	2262,0	1297,0	694,0	280,0	43,0	0,0	39501,0	60,0	5584,0	5598,0	1127,0	420,0	1,0	2346,0	6814,0	7081,0	6271,0	4199,0
3539806003004	1582,0	1820,0	1803,0	1677,0	1261,0	834,0	409,0	131,0	47,0	2,0	4,0	1577,0	1821,0	1812,0	1776,0	1347,0	946,0	467,0	194,0	59,0	13,0	2,0	19584,0	15,0	2608,0	3159,0	325,0	106,0	6,0	876,0	3641,0	3615,0	3453,0	1780,0
3539806003002	1448,0	1743,0	1553,0	1415,0	1152,0	826,0	386,0	145,0	42,0	4,0	0,0	1314,0	1734,0	1616,0	1527,0	1264,0	984,0	505,0	219,0	80,0	4,0	1,0	17962,0	8,0	2416,0	2762,0	364,0	122,0	1,0	891,0	3477,0	3169,0	2942,0	1810,0
3539806003001	1316,0	1561,0	1551,0	1220,0	1022,0	832,0	375,0	118,0	23,0	3,0	0,0	1181,0	1510,0	1584,0	1334,0	1164,0	895,0	373,0	152,0	54,0	10,0	1,0	16279,0	13,0	2186,0	2497,0	270,0	77,0	1,0	748,0	3071,0	3135,0	2554,0	1727,0
3543303003006	1385,0	1731,0	2019,0	1811,0	1635,0	1262,0	797,0	340,0	115,0	9,0	0,0	1274,0	1643,0	2092,0	1969,0	1822,0	1462,0	941,0	437,0	203,0	22,0	3,0	22972,0	31,0	3457,0	2659,0	777,0	318,0	3,0	1738,0	3374,0	4111,0	3780,0	2724,0
3543303003005	1617,0	2009,0	2193,0	1838,0	1566,0	1245,0	689,0	207,0	68,0	10,0	0,0	1545,0	1926,0	2223,0	1955,0	1766,0	1372,0	678,0	303,0	121,0	28,0	1,0	23360,0	38,0	3332,0	3162,0	510,0	189,0	1,0	1367,0	3935,0	4416,0	3793,0	2617,0
3543303003004	853,0	1107,0	1351,0	1178,0	978,0	813,0	512,0	241,0	86,0	6,0	0,0	865,0	1027,0	1318,0	1220,0	1140,0	933,0	593,0	362,0	165,0	32,0	2,0	14782,0	38,0	2118,0	1718,0	603,0	251,0	2,0	1105,0	2134,0	2669,0	2398,0	1746,0
3543303003002	1167,0	1441,0	1586,0	1386,0	1226,0	947,0	531,0	222,0	66,0	8,0	0,0	1086,0	1365,0	1545,0	1493,0	1315,0	1029,0	604,0	296,0	114,0	14,0	0,0	17441,0	22,0	2541,0	2253,0	518,0	180,0	0,0	1135,0	2806,0	3131,0	2879,0	1976,0
3543303003003	1196,0	1437,0	1588,0	1524,0	1279,0	1013,0	582,0	196,0	70,0	11,0	1,0	1159,0	1375,0	1650,0	1600,0	1332,0	1109,0	597,0	286,0	117,0	14,0	0,0	18136,0	25,0	2611,0	2355,0	482,0	187,0	1,0	1179,0	2812,0	3238,0	3124,0	2122,0
3543303003001	1155,0	1486,0	1382,0	1318,0	1139,0	866,0	523,0	222,0	65,0	13,0	1,0	1115,0	1444,0	1344,0	1449,0	1132,0	873,0	513,0	220,0	102,0	12,0	3,0	16377,0	25,0	2271,0	2270,0	442,0	167,0	4,0	1036,0	2930,0	2726,0	2767,0	1739,0
