AREA_POND	esperados	taxa_padron
3556453003002	64121,7119268875	32,60815946392615
3556453003001	82185,91180242614	41,79444430300579
3503901003001	5910,2153246283715	3,005553625757303
3503901003002	14305,209036443868	7,274704985372676
3503901003003	12997,714276837303	6,609797634363212
3505708005002	187031,4102636154	95,11209023228899
3505708005004	128964,31669616519	65,58291844702711
3505708005003	185067,662290276	94,1134549005526
3505708005001	159758,99478985425	81,24310192847004
3505708005009	124564,33416262938	63,34537163518251
3505708005010	104480,99094621358	53,13228095980642
3505708005011	233573,95188333667	118,78061955544177
3505708005013	188284,8760655936	95,7495219465278
3505708005012	79932,38331188665	40,64844532437903
3505708005008	143068,02289934986	72,75515211150241
3505708005006	140146,13329643637	71,26926785725125
3505708005007	134113,97044456983	68,20169959877566
3505708005005	220659,09903160436	112,21295988779896
3506607003001	83013,674573347	42,215390962434746
3509007003003	30632,521578035743	15,577721155319034
3509007003002	17565,103038774225	8,932476437025255
3509007003004	18973,81296266153	9,648855280573734
3509007003001	19791,572167287686	10,064714772565273
3509205003002	71120,65721594123	36,167370801343054
3509205003001	0,0	0,0
3509205003003	91114,08607649713	46,334736845141634
3510609005004	93159,44680760207	47,37487515207221
3510609005003	97881,0785573982	49,775991971954376
3510609005007	70980,71420652574	36,09620482916681
3510609005005	89229,78943864004	45,37650532888638
3510609005006	101684,6128424062	51,71022374407967
3513009003005	73414,50075856583	37,33387141050468
3513009003004	75796,8481268548	38,545379346727714
3515004005007	77234,29910733234	39,27637403455566
3515004005006	84432,06194435367	42,936691130280245
3515004005005	86000,90750031192	43,73450460914195
3510609005001	106211,53452472128	54,01232360482492
3510609005002	56598,82250130356	28,78250399330135
3513009003008	114725,41748288464	58,341934353108485
3513009003006	110696,05447142747	56,2928606826261
3513009003009	99559,23355134776	50,6293931679531
3513009003003	80315,06029120402	40,84305010940072
3513009003007	105346,53233049436	53,5724393809265
3513009003010	119630,82247847065	60,83650637129779
3513009003002	87792,58774325826	44,64563741135059
3513009003001	76903,51328890423	39,108157741016775
3513801005006	124477,1507536375	63,30103578672204
3513801005008	102174,37389710729	51,95928457060787
3513801005007	102413,44365590857	52,080860002450414
3513801005002	105572,40319015976	53,68730270551492
3513801005001	74550,9995047756	37,91182123800173
3513801005015	117116,58013571295	59,557925173448936
3513801005020	87155,28885725596	44,32154837697421
3513801005019	89666,62903192965	45,59865371965901
3513801005003	156061,2981168256	79,362692327104
3513801005016	117683,10777854933	59,84602452643243
3513801005021	126898,07221979392	64,53216001665652
3513801005022	100940,82653925318	51,33198209002102
3513801005005	120432,84919677036	61,244365337297715
3513801005004	92617,47555954072	47,09926359476072
3513801005012	106124,09000249417	53,967854971044844
3513801005013	148262,5750598383	75,39676569452752
3513801005014	111060,3177206781	56,47810143433834
3513801005018	141110,84737215313	71,75985910119581
3513801005017	219991,04003805725	111,87322825028852
3513801005010	116665,1091651462	59,328336209599065
3513801005009	117875,96448434425	59,94409898557069
3513801005011	119637,40384798947	60,8398532305801
3515004005010	71988,79661927573	36,60885040708295
3515004005012	80217,3228469172	40,793347160537856
3515004005011	106196,51859835695	54,00468747492956
3515004005008	70309,02901959927	35,75462914400998
3515004005009	71616,39991804872	36,41947350723822
3515004005004	96406,26272802732	49,02599593630763
3515004005001	102425,91615904369	52,087202711634596
3515004005003	99701,49688569483	50,701739107461826
3515004005002	95602,58586458377	48,617297813111605
3516408003001	67028,10840673775	34,086164916874935
3516408003005	94528,49750563366	48,0710858759299
