CD_GEOCODI	geosample
355030876000229	SAPOPEMBA
355030876000230	SAPOPEMBA
355030876000231	SAPOPEMBA
355030876000232	SAPOPEMBA
355030876000233	SAPOPEMBA
355030876000234	SAPOPEMBA
355030876000235	SAPOPEMBA
355030876000236	SAPOPEMBA
355030876000237	SAPOPEMBA
355030876000238	SAPOPEMBA
355030876000239	SAPOPEMBA
355030876000240	SAPOPEMBA
355030876000241	SAPOPEMBA
355030876000242	SAPOPEMBA
355030876000243	SAPOPEMBA
355030876000244	SAPOPEMBA
355030876000245	SAPOPEMBA
355030876000246	SAPOPEMBA
355030876000247	SAPOPEMBA
355030876000248	SAPOPEMBA
355030876000249	SAPOPEMBA
355030876000250	SAPOPEMBA
355030876000251	SAPOPEMBA
355030876000252	SAPOPEMBA
355030876000253	SAPOPEMBA
355030876000254	SAPOPEMBA
355030876000255	SAPOPEMBA
355030876000256	SAPOPEMBA
355030876000257	SAPOPEMBA
355030876000258	SAPOPEMBA
355030876000259	SAPOPEMBA
355030876000260	SAPOPEMBA
355030876000261	SAPOPEMBA
355030876000262	SAPOPEMBA
355030876000263	SAPOPEMBA
355030876000264	SAPOPEMBA
355030876000265	SAPOPEMBA
355030876000266	SAPOPEMBA
355030876000267	SAPOPEMBA
355030876000268	SAPOPEMBA
355030876000269	SAPOPEMBA
355030876000270	SAPOPEMBA
355030876000271	SAPOPEMBA
355030876000272	SAPOPEMBA
355030876000273	SAPOPEMBA
355030876000274	SAPOPEMBA
355030876000275	SAPOPEMBA
355030876000276	SAPOPEMBA
355030876000277	SAPOPEMBA
355030876000278	SAPOPEMBA
355030876000279	SAPOPEMBA
355030876000280	SAPOPEMBA
355030876000281	SAPOPEMBA
355030876000282	SAPOPEMBA
355030876000283	SAPOPEMBA
355030876000284	SAPOPEMBA
355030876000285	SAPOPEMBA
355030876000286	SAPOPEMBA
355030876000287	SAPOPEMBA
355030876000288	SAPOPEMBA
355030876000289	SAPOPEMBA
355030876000290	SAPOPEMBA
355030876000291	SAPOPEMBA
355030876000292	SAPOPEMBA
355030876000293	SAPOPEMBA
355030876000294	SAPOPEMBA
355030876000295	SAPOPEMBA
355030876000296	SAPOPEMBA
355030876000297	SAPOPEMBA
355030876000298	SAPOPEMBA
355030876000299	SAPOPEMBA
355030876000300	SAPOPEMBA
355030876000301	SAPOPEMBA
355030876000302	SAPOPEMBA
355030876000303	SAPOPEMBA
355030876000304	SAPOPEMBA
355030876000305	SAPOPEMBA
355030876000306	SAPOPEMBA
355030876000307	SAPOPEMBA
355030876000308	SAPOPEMBA
355030876000309	SAPOPEMBA
355030876000310	SAPOPEMBA
355030876000311	SAPOPEMBA
355030876000312	SAPOPEMBA
355030876000313	SAPOPEMBA
355030876000314	SAPOPEMBA
355030876000315	SAPOPEMBA
355030876000316	SAPOPEMBA
355030876000317	SAPOPEMBA
355030876000318	SAPOPEMBA
355030876000319	SAPOPEMBA
355030876000320	SAPOPEMBA
355030876000321	SAPOPEMBA
355030876000322	SAPOPEMBA
355030876000323	SAPOPEMBA
355030876000324	SAPOPEMBA
355030876000325	SAPOPEMBA
355030876000326	SAPOPEMBA
355030876000327	SAPOPEMBA
355030876000328	SAPOPEMBA
355030876000329	SAPOPEMBA
355030876000330	SAPOPEMBA
355030876000331	SAPOPEMBA
355030876000332	SAPOPEMBA
355030876000333	SAPOPEMBA
355030876000334	SAPOPEMBA
355030876000335	SAPOPEMBA
355030876000336	SAPOPEMBA
355030876000337	SAPOPEMBA
355030876000338	SAPOPEMBA
355030876000339	SAPOPEMBA
355030876000340	SAPOPEMBA
355030876000341	SAPOPEMBA
355030876000342	SAPOPEMBA
355030876000343	SAPOPEMBA
355030876000344	SAPOPEMBA
355030876000345	SAPOPEMBA
355030876000346	SAPOPEMBA
355030876000347	SAPOPEMBA
355030876000348	SAPOPEMBA
355030876000349	SAPOPEMBA
355030876000350	SAPOPEMBA
355030876000351	SAPOPEMBA
355030876000352	SAPOPEMBA
355030876000353	SAPOPEMBA
355030876000354	SAPOPEMBA
355030876000355	SAPOPEMBA
355030876000356	SAPOPEMBA
355030876000357	SAPOPEMBA
355030876000358	SAPOPEMBA
355030876000359	SAPOPEMBA
355030876000360	SAPOPEMBA
355030876000361	SAPOPEMBA
355030876000362	SAPOPEMBA
355030876000363	SAPOPEMBA
355030876000364	SAPOPEMBA
355030876000365	SAPOPEMBA
355030876000366	SAPOPEMBA
355030876000367	SAPOPEMBA
355030876000368	SAPOPEMBA
355030876000369	SAPOPEMBA
355030876000370	SAPOPEMBA
355030876000371	SAPOPEMBA
355030876000372	SAPOPEMBA
355030876000373	SAPOPEMBA
355030876000374	SAPOPEMBA
355030876000375	SAPOPEMBA
355030876000376	SAPOPEMBA
355030876000377	SAPOPEMBA
355030876000378	SAPOPEMBA
355030876000379	SAPOPEMBA
355030876000380	SAPOPEMBA
355030876000381	SAPOPEMBA
355030876000382	SAPOPEMBA
355030876000383	SAPOPEMBA
